"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","encryptedProlificId","studyId","sessionId","expIndex","round1_outcomes","round2_outcomes","round3_outcomes","round1_o","round2_o","round3_o","round1_reward","round2_reward","round3_reward","success","view_history","stimulus","key_press","responses","question_order","j","Stage","stage","contest","round","strength_a","strength_b","effort_a","effort_b","outcome_a","outcome_b","reward","r1_strength_a","r1_strength_b","r1_effort_a","r1_effort_b","r1_outcome_a","r1_outcome_b","r1_reward","probability_a","probability_b","r2_prob_a","r2_prob_b","r2_strength_a","r2_strength_b","r2_effort_a","r2_effort_b","r2_outcome_a","r2_outcome_b","r2_reward","r3_prob_a","r3_prob_b","attention_check","count","r3_strength_a","r3_strength_b","r3_outcome_a","r3_outcome_b","r3_reward","already","r3_effort_a","r3_effort_b","screen","pick_contest","pick_round","pick_side","trial_probability","trial_outcome","bonus","button_pressed","attention_sum","attention","datapipe_meta.attributes.date_modified"
"32580.600000023842","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",8,229246,"0.0-308.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""7"",""box2"":""5""}","",1,"round1_outcome",1,1,1,7,5,NA,NA,0,0,10,7,5,NA,NA,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"30796","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",9,260043,"0.0-309.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""75"",""box2"":""60""}","",1,"round2_ready",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"26926.5","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",10,286972,"0.0-310.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""5"",""box2"":""7"",""box4"":""60""}","",1,"round2_outcome",3,1,2,5,7,NA,60,0,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,60,0,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"8194.699999928474","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",11,295167,"0.0-311.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""100""}","",1,"round3_ready",4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"25479","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",12,320648,"0.0-313.0-0.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""5"",""box2"":""7"",""box3"":""0"",""box4"":""60""}","",1,"round3_fail",5,1,3,5,7,NA,NA,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,7,0,0,20,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"null","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","html-keyboard-response",13,325651,"0.0-314.0-0.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","<p> <b>Oops you failed an attention check!</b> </p><p> <b>We will have to discard your data if you fail another one.</b> </p><p> <b>Please pay more attention!</b> </p>","null","","",2,"warning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"null","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","html-keyboard-response",14,328654,"0.0-316.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","<p style='font-size:30px'><b> New Contest! </b></p>","null","","",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"15959.399999976158","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",15,344616,"0.0-317.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""5"",""box2"":""5""}","",2,"round1_outcome",1,2,1,5,5,NA,NA,0,0,10,5,5,NA,NA,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"15374.5","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",16,359992,"0.0-318.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""70"",""box2"":""70""}","",2,"round2_ready",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
