"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","encryptedProlificId","studyId","sessionId","expIndex","round1_outcomes","round2_outcomes","round3_outcomes","round1_o","round2_o","round3_o","round1_reward","round2_reward","round3_reward","success","view_history","stimulus","key_press","responses","question_order","j","Stage","stage","contest","round","strength_a","strength_b","effort_a","effort_b","outcome_a","outcome_b","reward","r1_strength_a","r1_strength_b","r1_effort_a","r1_effort_b","r1_outcome_a","r1_outcome_b","r1_reward","probability_a","probability_b","r2_prob_a","r2_prob_b","r2_strength_a","r2_strength_b","r2_effort_a","r2_effort_b","r2_outcome_a","r2_outcome_b","r2_reward","r3_prob_a","r3_prob_b","attention_check","count","r3_strength_a","r3_strength_b","r3_outcome_a","r3_outcome_b","r3_reward","already","r3_effort_a","r3_effort_b","screen","pick_contest","pick_round","pick_side","trial_probability","trial_outcome","bonus","button_pressed","attention_sum","attention","datapipe_meta.attributes.date_modified"
"26635.700000047684","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",17,386629,"0.0-319.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""7"",""box2"":""7"",""box3"":""40"",""box4"":""40""}","",2,"round2_outcome",3,2,2,7,7,40,40,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,40,40,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"6593.700000047684","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",18,393224,"0.0-320.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""100""}","",2,"round3_ready",4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"17994.699999928474","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",19,411220,"0.0-321.0-0.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""7"",""box2"":""7"",""box3"":""50"",""box4"":""50""}","",3,"round3_lift",5,2,3,7,7,50,50,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,20,NA,50,50,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"null","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","html-keyboard-response",20,414223,"0.0-325.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","<p style='font-size:30px'><b> New Contest! </b></p>","null","","",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"32274.200000047684","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",21,446500,"0.0-326.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""7"",""box2"":""5"",""box3"":""80""}","",3,"round1_outcome",1,3,1,7,5,80,NA,1,0,10,7,5,80,NA,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"13974.700000047684","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",22,460476,"0.0-327.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""100"",""box2"":""90""}","",3,"round2_ready",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"31431.100000023842","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",23,491908,"0.0-328.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""7"",""box2"":""7"",""box3"":""40"",""box4"":""40""}","",3,"round2_outcome",3,3,2,7,7,40,40,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,40,40,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"5783.399999976158","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",24,497693,"0.0-329.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""100""}","",3,"round3_ready",4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"19632.600000023842","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","survey-html-form",25,517326,"0.0-330.0-0.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""box1"":""7"",""box2"":""7"",""box3"":""50"",""box4"":""50""}","",4,"round3_lift",5,3,3,7,7,50,50,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,20,NA,50,50,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
"null","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb95b478bba25ad3d3813","html-keyboard-response",26,520329,"0.0-334.0","Qycb9gtL+nQVUfeNstk1zrYv4SOGZFhAy2SHdLghTSBl2HgnR97AFgpaRgMN2kUCZ332PpOlmGiuT2dWEnann41gL1HmspFSNiYpNZkaSsxG/CW6cPGgKzVpBiQmnpsvniwqZAailQknevZwmqQ5yOLR0nrUsbNOwb6Qe1RdFBWrK+OTag0AUM0qfGcUeNrDs9upCxC2hv3H3gHeR6Mi1VgqtTvyzPzI3oesJ514zo3n9RotGrsCz0SCgCD4hAnFUzQoyU208hRNrkPv98AI0U+rWwlelbtOZAq395ACOn1UfRZKOCuuOkS1RKJLm2qDuQOyANAsJwqNbf7MCEtWIQ==","691f8ca61c6b4dcbb0aeb5f4","691fb95b478bba25ad3d3813","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","<p style='font-size:30px'><b> New Contest! </b></p>","null","","",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-21 01:13:36
